circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Kotbangar BO,246141,BO,Delivery,RUDRA PRAYAG,UTTARAKHAND,30.496346,78.909891
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Niti BO,246483,BO,Delivery,CHAMOLI,UTTARAKHAND,NA,NA
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Urgam BO,246443,BO,Delivery,CHAMOLI,UTTARAKHAND,30.564825,79.391605
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Chaundali BO,246444,BO,Delivery,CHAMOLI,UTTARAKHAND,30.626304,79.447886
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Dhunglwali BO,246446,BO,Delivery,CHAMOLI,UTTARAKHAND,30.29304,79.288804
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Kalusain BO,246488,BO,Delivery,CHAMOLI,UTTARAKHAND,30.178637,79.372537
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Chopta BO,246453,BO,Delivery,CHAMOLI,UTTARAKHAND,30.177832,79.378937
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Mokh BO,246449,BO,Delivery,CHAMOLI,UTTARAKHAND,30.240762,79.433819
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Chaliyapani BO,246455,BO,Delivery,CHAMOLI,UTTARAKHAND,30.163569,79.378937
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Kimana BO,246472,BO,Delivery,CHAMOLI,UTTARAKHAND,30.433526,79.430302
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Maiki Marhi BO,246171,BO,Delivery,RUDRA PRAYAG,UTTARAKHAND,30.246295,78.916709
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Kedarukhal,246474,BO,Delivery,CHAMOLI,UTTARAKHAND,30.218096,79.2436901
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Tungeshwar BO,246482,BO,Delivery,CHAMOLI,UTTARAKHAND,30.060745,79.510458
Uttarakhand Circle,DivReportingCircle,Chamoli Division,Chauriyabhardar BO,246475,BO,Delivery,RUDRA PRAYAG,UTTARAKHAND,30.155613,79.346572
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Shigali BO,248003,BO,Delivery,DEHRADUN,UTTARAKHAND,30.375,78.06
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Myunda BO,248124,BO,Delivery,DEHRADUN,UTTARAKHAND,29.808,77.8763
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Bhandrauli BO,248123,BO,Delivery,DEHRADUN,UTTARAKHAND,30.7016308,77.8695896
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Ambari BO,248125,BO,Delivery,DEHRADUN,UTTARAKHAND,30.4786,77.8302
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Kulhal BO,248142,BO,Delivery,DEHRADUN,UTTARAKHAND,30.4298,77.6296
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Chhibroo BO,248159,BO,Delivery,DEHRADUN,UTTARAKHAND,30.517,77.843865
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Badho BO,248158,BO,Delivery,DEHRADUN,UTTARAKHAND,30.7016,77.8695
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Dimau BO,248165,BO,Delivery,DEHRADUN,UTTARAKHAND,30.6082,77.7809
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Jharipani BO,248179,BO,Delivery,DEHRADUN,UTTARAKHAND,30.45534,78.07403
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Ambiwala BO,248007,BO,Delivery,DEHRADUN,UTTARAKHAND,30.3165,78.03218
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Barwa BO,248197,BO,Delivery,DEHRADUN,UTTARAKHAND,30.31649,78.0321918
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Bullard BO,248196,BO,Delivery,DEHRADUN,UTTARAKHAND,30.316,78.032
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Atal BO,248199,BO,Delivery,DEHRADUN,UTTARAKHAND,30.48365,77.93591
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Harawala BO,248005,BO,Delivery,DEHRADUN,UTTARAKHAND,30.3165,78.0032
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Dharkot BO,248143,BO,Delivery,DEHRADUN,UTTARAKHAND,30.239,78.2094
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Badonwala BO,248140,BO,Delivery,DEHRADUN,UTTARAKHAND,30.255,78.113
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Shamshergarh BO,248014,BO,Delivery,DEHRADUN,UTTARAKHAND,30.2884,78.09
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Nakronda BO,248008,BO,Delivery,DEHRADUN,UTTARAKHAND,30.38,78.1088
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Haripur Kalan BO,249205,BO,Delivery,DEHRADUN,UTTARAKHAND,30.02,78.21
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Bhagwantpur BO,248009,BO,Delivery,DEHRADUN,UTTARAKHAND,30.39,78.07
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Salempur Rajputana BO,247667,BO,Delivery,HARIDWAR,UTTARAKHAND,29.87,77.86
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Garhmirpur BO,249402,BO,Delivery,HARIDWAR,UTTARAKHAND,29.95,77.99
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Hallumajra BO,247661,BO,Delivery,HARIDWAR,UTTARAKHAND,29.96,77.83
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Sarai BO,249404,BO,Delivery,HARIDWAR,UTTARAKHAND,29.94,78.134
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Khanpur BO,247663,BO,Delivery,HARIDWAR,UTTARAKHAND,29.7202,78.1536
Uttarakhand Circle,DivReportingCircle,Dehradun Division,Maharajpur Kalan BO,247671,BO,Delivery,HARIDWAR,UTTARAKHAND,30.19,78.04
Uttarakhand Circle,DivReportingCircle,Nainital Division,Anandpur BO,263139,BO,Delivery,NAINITAL,UTTARAKHAND,29.1705141,79.4599166
Uttarakhand Circle,DivReportingCircle,Nainital Division,Bannakhera BO,262401,BO,Delivery,UDAM SINGH NAGAR,UTTARAKHAND,29.2464966,79.1689623
Uttarakhand Circle,DivReportingCircle,Nainital Division,Jhagarpuri BO,263152,BO,Delivery,UDAM SINGH NAGAR,UTTARAKHAND,29.0577924,79.2324271
Uttarakhand Circle,DivReportingCircle,Nainital Division,Dharampur BO,244712,BO,Delivery,UDAM SINGH NAGAR,UTTARAKHAND,29.39,79.66
Uttarakhand Circle,DivReportingCircle,Nainital Division,Dhamola BO,263140,BO,Delivery,NAINITAL,UTTARAKHAND,29.2856418,79.2830737
Uttarakhand Circle,DivReportingCircle,Nainital Division,Chaukhandi BO,244713,BO,Delivery,UDAM SINGH NAGAR,UTTARAKHAND,29.1230369,78.993862
Uttarakhand Circle,DivReportingCircle,Nainital Division,Amritpur BO,263126,BO,Delivery,NAINITAL,UTTARAKHAND,29.2956195,79.5582367
Uttarakhand Circle,DivReportingCircle,Nainital Division,Bagwara BO,263148,BO,Delivery,UDAM SINGH NAGAR,UTTARAKHAND,29.257052,78.948735
Uttarakhand Circle,DivReportingCircle,Nainital Division,Patalia BO,263159,BO,Delivery,NAINITAL,UTTARAKHAND,29.404,79.278
Uttarakhand Circle,DivReportingCircle,Nainital Division,Haldi Udham Singh Nagar BO,263145,BO,Delivery,UDAM SINGH NAGAR,UTTARAKHAND,29.036876,79.447197
Uttarakhand Circle,DivReportingCircle,Nainital Division,Devayal BO,244715,BO,Delivery,ALMORA,UTTARAKHAND,29.644224,79.14834
Uttarakhand Circle,DivReportingCircle,Nainital Division,Bhurarani BO,263153,BO,Delivery,UDAM SINGH NAGAR,UTTARAKHAND,28.993237,79.382105
Uttarakhand Circle,DivReportingCircle,Nainital Division,Nakulia BO,262405,BO,Delivery,UDAM SINGH NAGAR,UTTARAKHAND,28.979721,79.720352
Uttarakhand Circle,DivReportingCircle,Nainital Division,Khurpatal BO,263001,BO,Delivery,NAINITAL,UTTARAKHAND,29.370681,79.4296739
Uttarakhand Circle,DivReportingCircle,Nainital Division,Sethi Belgaon BO,263134,BO,Delivery,NAINITAL,UTTARAKHAND,29.647,79.842
Uttarakhand Circle,DivReportingCircle,Nainital Division,Padampuri BO,263136,BO,Delivery,NAINITAL,UTTARAKHAND,29.35,79.6
Uttarakhand Circle,DivReportingCircle,Nainital Division,Mehragaon BO,263132,BO,Delivery,NAINITAL,UTTARAKHAND,29.23,79.48
Uttarakhand Circle,DivReportingCircle,Nainital Division,Sargakhet BO,263137,BO,Delivery,NAINITAL,UTTARAKHAND,29.45,79.65
Uttarakhand Circle,DivReportingCircle,Nainital Division,Gaujhariya BO,262308,BO,Delivery,UDAM SINGH NAGAR,UTTARAKHAND,28.903209,79.9640339
Uttarakhand Circle,DivReportingCircle,Nainital Division,Dhyari BO,263138,BO,Delivery,NAINITAL,UTTARAKHAND,29.56,79.55
Uttarakhand Circle,DivReportingCircle,Nainital Division,Nathuwakhan BO,263158,BO,Delivery,NAINITAL,UTTARAKHAND,29.4719009,79.6010758
Uttarakhand Circle,DivReportingCircle,Pauri Division,Khera BO,246121,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.892504,78.670087
Uttarakhand Circle,DivReportingCircle,Pauri Division,Rajbat BO,246124,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.864575,78.607243
Uttarakhand Circle,DivReportingCircle,Pauri Division,Hanumanti BO,246127,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.806955,78.609372
Uttarakhand Circle,DivReportingCircle,Pauri Division,Pulyasu BO,246128,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.928605,78.635911
Uttarakhand Circle,DivReportingCircle,Pauri Division,Paranda BO,246144,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.762765,78.858844
Uttarakhand Circle,DivReportingCircle,Pauri Division,Maral BO,249304,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.078106,78.361467
Uttarakhand Circle,DivReportingCircle,Pauri Division,Anganisain BO,246155,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.790529,78.724947
Uttarakhand Circle,DivReportingCircle,Pauri Division,Gadkharak Malla BO,246275,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.912585,79.087101
Uttarakhand Circle,DivReportingCircle,Pauri Division,Baundar Khutinga BO,246276,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.829764,79.053206
Uttarakhand Circle,DivReportingCircle,Pauri Division,Devlad BO,246277,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.771657,79.041905
Uttarakhand Circle,DivReportingCircle,Pauri Division,Kandai BO,246129,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.870608,78.977858
Uttarakhand Circle,DivReportingCircle,Pauri Division,Khirarikhal BO,246279,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.700599,79.081452
Uttarakhand Circle,DivReportingCircle,Pauri Division,Bachali BO,246131,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.924899,78.826938
Uttarakhand Circle,DivReportingCircle,Pauri Division,Taria BO,246161,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.738503,79.012941
Uttarakhand Circle,DivReportingCircle,Pauri Division,Chamnao BO,246162,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.962349,78.86639
Uttarakhand Circle,DivReportingCircle,Pauri Division,Kolakhal BO,246169,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,28.237987,83.995588
Uttarakhand Circle,DivReportingCircle,Pauri Division,Chaukuri BO,246179,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.772123,78.873296
Uttarakhand Circle,DivReportingCircle,Pauri Division,Kulhar BO,246172,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.917005,78.710064
Uttarakhand Circle,DivReportingCircle,Pauri Division,Lachhi BO,246278,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.892456,79.025658
Uttarakhand Circle,DivReportingCircle,Pauri Division,Gadwagad BO,246001,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.147116,78.774539
Uttarakhand Circle,DivReportingCircle,Pauri Division,Banani BO,246130,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.149973,78.983261
Uttarakhand Circle,DivReportingCircle,Pauri Division,Buransi BO,246123,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.11085,78.925288
Uttarakhand Circle,DivReportingCircle,Pauri Division,Rampur Chatti BO,246125,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.98238,79.322967
Uttarakhand Circle,DivReportingCircle,Pauri Division,Kholachauri BO,246194,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.182977,78.695179
Uttarakhand Circle,DivReportingCircle,Pauri Division,Falda BO,246113,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.05118,78.730121
Uttarakhand Circle,DivReportingCircle,Pauri Division,Tairi BO,246146,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.198352,78.78233
Uttarakhand Circle,DivReportingCircle,Pauri Division,Pokhri Chalansyun BO,246147,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.172233,78.867989
Uttarakhand Circle,DivReportingCircle,Pauri Division,Dhandkur BO,246148,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,25.521384,81.099609
Uttarakhand Circle,DivReportingCircle,Pauri Division,Gaind BO,246159,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.141415,78.749746
Uttarakhand Circle,DivReportingCircle,Pauri Division,Champeshwar BO,246164,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.106103,78.877895
Uttarakhand Circle,DivReportingCircle,Pauri Division,Uragi BO,246165,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.06705,78.821275
Uttarakhand Circle,DivReportingCircle,Pauri Division,Pali BO,246166,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.084989,78.764623
Uttarakhand Circle,DivReportingCircle,Pauri Division,DOVAL,246167,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,29.9953148,78.849589
Uttarakhand Circle,DivReportingCircle,Pauri Division,Kaliyasaur BO,246174,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.196682,78.804283
Uttarakhand Circle,DivReportingCircle,Pauri Division,Bagwari BO,246285,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.007717,79.132274
Uttarakhand Circle,DivReportingCircle,Pauri Division,Agrora BO,246176,BO,Delivery,PAURI GARHWAL,UTTARAKHAND,30.037079,78.804283
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Shilling BO,262530,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.553831,80.218188
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Baira BO,262543,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.76033,80.337935
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Charchum BO,262576,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.811797,80.476339
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Bisrari BO,262527,BO,Delivery,CHAMPAWAT,UTTARAKHAND,29.48,80.06
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Chankana BO,262531,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.753457,80.112691
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Bhudam BO,262523,BO,Delivery,CHAMPAWAT,UTTARAKHAND,29.21,80.07
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Bisharh BO,262502,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.563822,80.195088
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Dholigaon BO,262580,BO,Delivery,CHAMPAWAT,UTTARAKHAND,29.37,79.85
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Urai BO,262542,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.709,80.227
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,DugtuS BO,262545,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.68,79.99
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Atalgaon BO,262551,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.7979,80.199
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Bankote BO,262532,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.7627,79.875
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Chahaj BO,262522,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.58,80.05
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Toli BO,262529,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.534,80.173
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Daubans BO,262540,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.609497,80.384903
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Garali BO,262544,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.8005,80.3602
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Bishonakhan BO,262541,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.69,80.24
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Chauramehta BO,262528,BO,Delivery,CHAMPAWAT,UTTARAKHAND,29.29,79.88
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Chilkote BO,262524,BO,Delivery,CHAMPAWAT,UTTARAKHAND,29.37,80.13
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Leelam BO,262554,BO,Delivery,PITHORAGARH,UTTARAKHAND,30.152,80.2467
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Sirkha BO,262547,BO,Delivery,PITHORAGARH,UTTARAKHAND,30.001,80.67
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Kotgari Ghanjri BO,262533,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.8643,80.0828
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Sainranthi BO,262553,BO,Delivery,PITHORAGARH,UTTARAKHAND,30.0155,80.133
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Bhantarh BO,262552,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.647999,80.255985
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Quitarh BO,262521,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.5,80.28
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Tarigaon BO,262572,BO,Delivery,PITHORAGARH,UTTARAKHAND,29.746,79.347
Uttarakhand Circle,DivReportingCircle,Pithoragarh Division,Sango BO,262561,BO,Delivery,CHAMPAWAT,UTTARAKHAND,29.403,80.0901
Uttarakhand Circle,DivReportingCircle,Tehri Division,Gomukh BO,249121,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.3875,78.51305
Uttarakhand Circle,DivReportingCircle,Tehri Division,Souru BO,249126,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.2242584,78.6781956
Uttarakhand Circle,DivReportingCircle,Tehri Division,Malla BO,249135,BO,Delivery,UTTAR KASHI,UTTARAKHAND,30.7868497,78.6157565
Uttarakhand Circle,DivReportingCircle,Tehri Division,Kandikhal BO,249131,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.4333133,78.4055514
Uttarakhand Circle,DivReportingCircle,Tehri Division,Siyansu BO,249132,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.4880695,78.3828006
Uttarakhand Circle,DivReportingCircle,Tehri Division,Gadoli BO,249141,BO,Delivery,UTTAR KASHI,UTTARAKHAND,30.8626541,78.2006142
Uttarakhand Circle,DivReportingCircle,Tehri Division,Jad Gaon BO,249145,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.3457803,78.394859
Uttarakhand Circle,DivReportingCircle,Tehri Division,Dichli BO,249196,BO,Delivery,UTTAR KASHI,UTTARAKHAND,30.5520202,78.4311401
Uttarakhand Circle,DivReportingCircle,Tehri Division,Bhatwaridhanari BO,249151,BO,Delivery,UTTAR KASHI,UTTARAKHAND,30.7088449,78.3536958
Uttarakhand Circle,DivReportingCircle,Tehri Division,Jakholi BO,249146,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.240674,78.5170995
Uttarakhand Circle,DivReportingCircle,Tehri Division,Patara BO,249152,BO,Delivery,UTTAR KASHI,UTTARAKHAND,30.6402787,78.3244788
Uttarakhand Circle,DivReportingCircle,Tehri Division,Dewath BO,249155,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.430114,78.658256
Uttarakhand Circle,DivReportingCircle,Tehri Division,Durogi BO,249122,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.23199,78.604405
Uttarakhand Circle,DivReportingCircle,Tehri Division,Radhudhar BO,249123,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.3346869,78.5107083
Uttarakhand Circle,DivReportingCircle,Tehri Division,Dhari Dhundsir BO,249161,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.21535,78.748329
Uttarakhand Circle,DivReportingCircle,Tehri Division,Kandiyalgaon BO,249165,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.3362184,78.6086621
Uttarakhand Circle,DivReportingCircle,Tehri Division,Maneri BO,249194,BO,Non Delivery,UTTAR KASHI,UTTARAKHAND,30.7396022,78.5305907
Uttarakhand Circle,DivReportingCircle,Tehri Division,Dhatmeer BO,249128,BO,Delivery,UTTAR KASHI,UTTARAKHAND,31.0982627,78.3187871
Uttarakhand Circle,DivReportingCircle,Tehri Division,Dyuli BO,249175,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.2811111,78.7433698
Uttarakhand Circle,DivReportingCircle,Tehri Division,Gaatu BO,249171,BO,Delivery,UTTAR KASHI,UTTARAKHAND,30.789212,78.140765
Uttarakhand Circle,DivReportingCircle,Tehri Division,Barkot BO,249181,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.3679734,78.5334307
Uttarakhand Circle,DivReportingCircle,Tehri Division,Bhaatgaon BO,249125,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.5361523,78.6200129
Uttarakhand Circle,DivReportingCircle,Tehri Division,Hudoli BO,249185,BO,Delivery,UTTAR KASHI,UTTARAKHAND,30.837255,78.1094021
Uttarakhand Circle,DivReportingCircle,Tehri Division,Lamkot BO,249199,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.3467507,78.4226112
Uttarakhand Circle,DivReportingCircle,Tehri Division,Banskatal BO,249192,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.0986773,78.4325615
Uttarakhand Circle,DivReportingCircle,Tehri Division,Mogi BO,249186,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.5705004,78.0045542
Uttarakhand Circle,DivReportingCircle,Tehri Division,Chuliyani BO,249180,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.4957804,78.1628562
Uttarakhand Circle,DivReportingCircle,Tehri Division,Bonga BO,249193,BO,Delivery,UTTAR KASHI,UTTARAKHAND,30.7162443,78.4595644
Uttarakhand Circle,DivReportingCircle,Tehri Division,Jaulangi BO,249130,BO,Delivery,TEHRI GARHWAL,UTTARAKHAND,30.4100571,78.4155033
West Bengal Circle,Kolkata Region,Baruipur Division,Amgachia BO,700104,BO,Delivery,24 PARAGANAS SOUTH,WEST BENGAL,22.434096,88.301411
West Bengal Circle,Kolkata Region,Barasat Division,Adhata BO,743221,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.8689589,88.5328316
West Bengal Circle,Kolkata Region,Barasat Division,Boyra BO,743232,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,23.215295,88.977285
West Bengal Circle,Kolkata Region,Barasat Division,Balisa Chowmatha BO,743702,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.4657208,88.6144936
West Bengal Circle,Kolkata Region,Barasat Division,Kalupur BO,743235,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,23.0264765,88.8022842
West Bengal Circle,Kolkata Region,Barasat Division,Joypul BO,743234,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.7773544,88.568611
West Bengal Circle,Kolkata Region,Barasat Division,Baikara BO,743245,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.9516743,88.7566152
West Bengal Circle,Kolkata Region,Barasat Division,Bohara BO,743294,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.7413932,88.5444475
West Bengal Circle,Kolkata Region,Barasat Division,Kanchdaha BO,743247,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.8835865,88.8081232
West Bengal Circle,Kolkata Region,Barasat Division,Chandpur BO,743424,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.6658834,88.6665397
West Bengal Circle,Kolkata Region,Barasat Division,Baidyapur BO,743423,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.6986835,88.5987961
West Bengal Circle,Kolkata Region,Barasat Division,Bagangram BO,743251,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,23.118892,88.8680294
West Bengal Circle,Kolkata Region,Barasat Division,Gobardanga Ichapur BO,743252,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.8979519,88.7421831
West Bengal Circle,Kolkata Region,Barasat Division,Bairampur BO,743262,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,23.0526603,88.7229325
West Bengal Circle,Kolkata Region,Barasat Division,Akrampur BO,743263,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.8289365,88.6677789
West Bengal Circle,Kolkata Region,Barasat Division,Berbari BO,743270,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,23.2084154,88.8431038
West Bengal Circle,Kolkata Region,Barasat Division,Kankpul BO,743272,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.8494193,88.6258399
West Bengal Circle,Kolkata Region,Barasat Division,Amudia BO,743273,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.810879,88.9515352
West Bengal Circle,Kolkata Region,Barasat Division,Atghara BO,743438,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.7969475,88.7758572
West Bengal Circle,Kolkata Region,Barasat Division,Taldharia Kapasia BO,700130,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.7126298,88.4351992
West Bengal Circle,Kolkata Region,Barasat Division,East Udayrajpur BO,700129,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.6979269,88.4722389
West Bengal Circle,Kolkata Region,Barasat Division,Uludanga BO,743289,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.8572342,88.7365294
West Bengal Circle,Kolkata Region,Barasat Division,Ram Shankarpur BO,743290,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.9917374,88.7385743
West Bengal Circle,Kolkata Region,Barasat Division,Mirhati BO,700125,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.7750044,88.4952672
West Bengal Circle,Kolkata Region,Barasat Division,Sonekpur BO,743701,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,23.0535142,88.7446188
West Bengal Circle,Kolkata Region,Barasat Division,Akandakeshari BO,700135,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.5564336,88.5154332
West Bengal Circle,Kolkata Region,Barasat Division,Chikanpara BO,743287,BO,Delivery,24 PARAGANAS NORTH,WEST BENGAL,22.9339166,88.7710424
